axis,key,label
"exercises","copenhagen_plank_com_apoio__pernas","Copenhagen plank com apoio"
"exercises","extensao_terminal_do_joelho_com_elastico__pernas","Extensão terminal do joelho com elástico"
"exercises","abducao_de_anca_deitada__pernas","Abdução de anca deitada"
"exercises","clamshell__pernas","Clamshell"
"exercises","curl_nordico_assistido__pernas","Curl nórdico assistido"
"exercises","peso_morto_unilateral_com_halteres__pernas","Peso morto unilateral com halteres"
"exercises","marcha_no_lugar__cardio","Marcha no lugar"
"exercises","jumping_jacks__cardio","Jumping jacks"
"exercises","burpees__cardio","Burpees"
"exercises","skaters__cardio","Skaters"
"exercises","high_knees__cardio","High knees"
"exercises","circuito_cardio_peso_corporal__cardio","Circuito cardio peso corporal"
"exercises","passadeira_caminhada__cardio","Passadeira caminhada"
"exercises","passadeira_caminhada_rapida__cardio","Passadeira caminhada rápida"
"exercises","passadeira_corrida_leve__cardio","Passadeira corrida leve"
"exercises","passadeira_corrida_intervalada__cardio","Passadeira corrida intervalada"
"exercises","passadeira_inclinacao__cardio","Passadeira inclinação"
"exercises","passadeira_inclinacao_moderada__cardio","Passadeira inclinação moderada"
"exercises","passadeira_sprints__cardio","Passadeira sprints"
"exercises","passadeira_sprints_intervalados__cardio","Passadeira sprints intervalados"
"exercises","passadeira_aquecimento__cardio","Passadeira aquecimento"
"exercises","passadeira_cooldown__cardio","Passadeira cooldown"
"exercises","passadeira_resistencia_aerobia__cardio","Passadeira resistência aeróbia"
"exercises","passadeira_ritmo_leve__cardio","Passadeira ritmo leve"
"exercises","passadeira_ritmo_moderado__cardio","Passadeira ritmo moderado"
"exercises","passadeira_intervalos__cardio","Passadeira intervalos"
"exercises","caminhada_na_passadeira__cardio","Caminhada na passadeira"
"exercises","corrida_na_passadeira__cardio","Corrida na passadeira"
"exercises","passadeira_caminhada_com_inclinacao__cardio","Passadeira caminhada com inclinação"
"exercises","bicicleta_ritmo_leve__cardio","Bicicleta ritmo leve"
"exercises","bicicleta_ritmo_moderado__cardio","Bicicleta ritmo moderado"
"exercises","bicicleta_intervalos__cardio","Bicicleta intervalos"
"exercises","bicicleta_resistencia__cardio","Bicicleta resistência"
"exercises","bicicleta_aquecimento__cardio","Bicicleta aquecimento"
"exercises","bicicleta_cooldown__cardio","Bicicleta cooldown"
"exercises","eliptica_ritmo_leve__cardio","Elíptica ritmo leve"
"exercises","eliptica_ritmo_moderado__cardio","Elíptica ritmo moderado"
"exercises","eliptica_intervalos__cardio","Elíptica intervalos"
"exercises","eliptica_resistencia__cardio","Elíptica resistência"
"exercises","eliptica_aquecimento__cardio","Elíptica aquecimento"
"exercises","eliptica_cooldown__cardio","Elíptica cooldown"
"exercises","corda_de_saltar_ritmo_leve__cardio","Corda de saltar ritmo leve"
"exercises","corda_de_saltar_intervalos__cardio","Corda de saltar intervalos"
"exercises","corda_de_saltar_pes_alternados__cardio","Corda de saltar pés alternados"
"exercises","corda_de_saltar_joelhos_altos__cardio","Corda de saltar joelhos altos"
"exercises","corda_de_saltar_double_unders__cardio","Corda de saltar double unders"
"exercises","caminhada_exterior_leve__cardio","Caminhada exterior leve"
"exercises","caminhada_exterior_moderada__cardio","Caminhada exterior moderada"
"exercises","caminhada_exterior_rapida__cardio","Caminhada exterior rápida"
"exercises","caminhada_exterior_em_subida__cardio","Caminhada exterior em subida"
"exercises","corrida_exterior_leve__cardio","Corrida exterior leve"
"exercises","corrida_exterior_moderada__cardio","Corrida exterior moderada"
"exercises","corrida_exterior_intervalada__cardio","Corrida exterior intervalada"
"exercises","sprints_exterior__cardio","Sprints exterior"
"exercises","corrida_em_subida__cardio","Corrida em subida"
"exercises","hiit_peso_corporal__cardio","HIIT peso corporal"
"exercises","hiit_cardio__cardio","HIIT cardio"
"exercises","hiit_passadeira__cardio","HIIT passadeira"
"exercises","hiit_bicicleta__cardio","HIIT bicicleta"
"exercises","hiit_corda__cardio","HIIT corda"
"exercises","hiit_simples__cardio","HIIT simples"
"exercises","circuito_cardio_leve__cardio","Circuito cardio leve"
"exercises","remo_ergometro_ritmo_continuo__cardio","Remo ergómetro ritmo contínuo"
"exercises","remo_ergometro_intervalos__cardio","Remo ergómetro intervalos"
"exercises","stepper_escadas_ritmo_continuo__cardio","Stepper / escadas ritmo contínuo"
"exercises","stepper_escadas_intervalos__cardio","Stepper / escadas intervalos"
"exercises","subida_de_escadas_no_exterior__cardio","Subida de escadas no exterior"
"exercises","air_bike_ritmo_continuo__cardio","Air bike ritmo contínuo"
"exercises","air_bike_intervalos__cardio","Air bike intervalos"
"exercises","shadow_boxing_leve__cardio","Shadow boxing leve"
"exercises","shuttle_runs_corrida_vaivem__cardio","Shuttle runs / corrida vaivém"
"exercises","kihon__karate","Kihon"
"exercises","kata__karate","Kata"
"exercises","kumite_tecnico__karate","Kumite técnico"
"exercises","sombra_de_karate__karate","Sombra de Karate"
"exercises","drills_de_deslocamento__karate","Drills de deslocamento"
"exercises","drills_de_guarda__karate","Drills de guarda"
"exercises","pontapes_tecnicos__karate","Pontapés técnicos"
"exercises","socos_tecnicos__karate","Socos técnicos"
"exercises","mobilidade_de_anca_para_karate__karate","Mobilidade de anca para Karate"
"exercises","mobilidade_de_ombro_para_karate__karate","Mobilidade de ombro para Karate"
"exercises","condicionamento_leve_para_karate__karate","Condicionamento leve para Karate"
"exercises","treino_de_bases_dachi__karate","Treino de bases (dachi)"
"exercises","bloqueios_tecnicos_uke__karate","Bloqueios técnicos (uke)"
"exercises","esquivas_e_tai_sabaki__karate","Esquivas e tai-sabaki"
"exercises","joelhadas_tecnicas__karate","Joelhadas técnicas"
"exercises","trabalho_leve_ao_saco__karate","Trabalho leve ao saco"
"exercises","shrimp_fuga_de_anca__jiu_jitsu","Shrimp / fuga de anca"
"exercises","ponte_de_grappling__jiu_jitsu","Ponte de grappling"
"exercises","technical_stand_up__jiu_jitsu","Technical stand-up"
"exercises","sprawl__jiu_jitsu","Sprawl"
"exercises","drills_de_guarda__jiu_jitsu","Drills de guarda"
"exercises","drills_de_passagem_de_guarda__jiu_jitsu","Drills de passagem de guarda"
"exercises","mobilidade_de_anca_para_jiu_jitsu__jiu_jitsu","Mobilidade de anca para Jiu-Jitsu"
"exercises","mobilidade_de_ombro_para_jiu_jitsu__jiu_jitsu","Mobilidade de ombro para Jiu-Jitsu"
"exercises","forca_de_pega_para_jiu_jitsu__jiu_jitsu","Força de pega para Jiu-Jitsu"
"exercises","core_para_jiu_jitsu__jiu_jitsu","Core para Jiu-Jitsu"
"exercises","condicionamento_leve_para_jiu_jitsu__jiu_jitsu","Condicionamento leve para Jiu-Jitsu"
"exercises","rolamentos_de_solo__jiu_jitsu","Rolamentos de solo"
"exercises","breakfalls_ukemi__jiu_jitsu","Breakfalls (ukemi)"
"exercises","inversao_granby_com_apoio__jiu_jitsu","Inversão granby com apoio"
"exercises","mobilidade_toracica__mobilidade","Mobilidade torácica"
"exercises","mobilidade_de_ombro__mobilidade","Mobilidade de ombro"
"exercises","mobilidade_de_anca__mobilidade","Mobilidade de anca"
"exercises","circulos_de_ombro__mobilidade","Círculos de ombro"
"exercises","alongamento_posterior_do_ombro__mobilidade","Alongamento posterior do ombro"
"exercises","mobilidade_de_ombro_com_toalha__mobilidade","Mobilidade de ombro com toalha"
"exercises","mobilidade_de_ombro_com_cabo_de_vassoura__mobilidade","Mobilidade de ombro com cabo de vassoura"
"exercises","alongamento_peitoral__mobilidade","Alongamento peitoral"
"exercises","alongamento_peitoral_na_parede__mobilidade","Alongamento peitoral na parede"
"exercises","alongamento_peitoral_no_canto__mobilidade","Alongamento peitoral no canto"
"exercises","alongamento_dorsal__mobilidade","Alongamento dorsal"
"exercises","rotacao_toracica_no_chao__mobilidade","Rotação torácica no chão"
"exercises","cat_cow__mobilidade","Cat-cow"
"exercises","open_book__mobilidade","Open book"
"exercises","alongamento_posterior_de_coxa__mobilidade","Alongamento posterior de coxa"
"exercises","alongamento_posterior_sentado__mobilidade","Alongamento posterior sentado"
"exercises","alongamento_posterior_em_pe__mobilidade","Alongamento posterior em pé"
"exercises","tocar_nos_pes_sentado__mobilidade","Tocar nos pés sentado"
"exercises","tocar_nos_pes_em_pe__mobilidade","Tocar nos pés em pé"
"exercises","alongamento_posterior_com_perna_elevada__mobilidade","Alongamento posterior com perna elevada"
"exercises","mobilidade_dinamica_de_posterior__mobilidade","Mobilidade dinâmica de posterior"
"exercises","alongamento_gluteos__mobilidade","Alongamento glúteos"
"exercises","alongamento_de_gluteo_sentado__mobilidade","Alongamento de glúteo sentado"
"exercises","alongamento_figura_4__mobilidade","Alongamento figura 4"
"exercises","pigeon_stretch__mobilidade","Pigeon stretch"
"exercises","alongamento_piriforme__mobilidade","Alongamento piriforme"
"exercises","rotacao_externa_da_anca_no_chao__mobilidade","Rotação externa da anca no chão"
"exercises","mobilidade_90_90__mobilidade","Mobilidade 90/90"
"exercises","mobilidade_dinamica_de_anca__mobilidade","Mobilidade dinâmica de anca"
"exercises","alongamento_quadriceps_em_pe__mobilidade","Alongamento quadríceps em pé"
"exercises","alongamento_quadriceps_de_lado__mobilidade","Alongamento quadríceps de lado"
"exercises","alongamento_gemeos__mobilidade","Alongamento gémeos"
"exercises","alongamento_gemeos_na_parede__mobilidade","Alongamento gémeos na parede"
"exercises","mobilidade_de_tornozelo_na_parede__mobilidade","Mobilidade de tornozelo na parede"
"exercises","circulos_de_tornozelo__mobilidade","Círculos de tornozelo"
"exercises","mobilidade_de_punhos__mobilidade","Mobilidade de punhos"
"exercises","extensao_de_punhos_no_chao__mobilidade","Extensão de punhos no chão"
"exercises","flexao_de_punhos_no_chao__mobilidade","Flexão de punhos no chão"
"exercises","alongamento_cervical_leve__mobilidade","Alongamento cervical leve"
"exercises","mobilidade_leve_de_ombros__mobilidade","Mobilidade leve de ombros"
"exercises","mobilidade_leve_de_anca__mobilidade","Mobilidade leve de anca"
"exercises","respiracao_diafragmatica__mobilidade","Respiração diafragmática"
"exercises","caminhada_leve__mobilidade","Caminhada leve"
"exercises","relaxamento_deitado__mobilidade","Relaxamento deitado"
"exercises","alongamento_pnf_de_isquiotibiais__mobilidade","Alongamento PNF de isquiotibiais"
"exercises","alongamento_pnf_de_peitoral_na_parede__mobilidade","Alongamento PNF de peitoral na parede"
"exercises","alongamento_de_flexores_da_anca_em_afundo__mobilidade","Alongamento de flexores da anca em afundo"
"exercises","alongamento_borboleta_de_adutores__mobilidade","Alongamento borboleta de adutores"
"exercises","alongamento_dinamico_global__mobilidade","Alongamento dinâmico global"
"exercises","alongamento_de_triceps_atras_da_cabeca__mobilidade","Alongamento de tríceps atrás da cabeça"
"exercises","cobra_suave_no_chao__mobilidade","Cobra suave no chão"
"exercises","respiracao_nasal_lenta__mobilidade","Respiração nasal lenta"
"exercises","foam_roller_para_pernas__mobilidade","Foam roller para pernas"
"exercises","foam_roller_para_costas__mobilidade","Foam roller para costas"
"exercises","bola_de_massagem_para_pes_e_gluteos__mobilidade","Bola de massagem para pés e glúteos"
"exercises","arrefecimento_pos_treino_de_forca__mobilidade","Arrefecimento pós-treino de força"
"exercises","arrefecimento_pos_artes_marciais__mobilidade","Arrefecimento pós-artes marciais"
"exercises","aquecimento_dinamico_geral__mobilidade","Aquecimento dinâmico geral"
"exercises","alinhamento_de_base_em_frente_ao_espelho__karate","Alinhamento de base em frente ao espelho"
"exercises","zenkutsu_dachi_estatico__karate","Zenkutsu dachi estático"
"exercises","zenkutsu_dachi_com_avanco__karate","Zenkutsu dachi com avanço"
"exercises","kokutsu_dachi_estatico__karate","Kokutsu dachi estático"
"exercises","kiba_dachi_hold__karate","Kiba dachi hold"
"exercises","guarda_de_kumite_estatica__karate","Guarda de kumite estática"
"exercises","guarda_de_kumite_com_passos_curtos__karate","Guarda de kumite com passos curtos"
"exercises","avanco_e_recuo_em_linha__karate","Avanço e recuo em linha"
"exercises","entrada_em_angulo_de_45_graus__karate","Entrada em ângulo de 45 graus"
"exercises","tai_sabaki_basico__karate","Tai sabaki básico"
"exercises","entrar_tocar_e_sair__karate","Entrar, tocar e sair"
"exercises","oi_zuki_parado_por_fases__karate","Oi zuki parado por fases"
"exercises","oi_zuki_com_avanco__karate","Oi zuki com avanço"
"exercises","gyaku_zuki_parado__karate","Gyaku zuki parado"
"exercises","gyaku_zuki_com_recuo__karate","Gyaku zuki com recuo"
"exercises","kizami_zuki_de_entrada__karate","Kizami zuki de entrada"
"exercises","mae_geri_por_fases__karate","Mae geri por fases"
"exercises","mae_geri_ao_alvo_baixo__karate","Mae geri ao alvo baixo"
"exercises","mawashi_geri_baixo_por_fases__karate","Mawashi geri baixo por fases"
"exercises","mawashi_geri_em_alvo_medio__karate","Mawashi geri em alvo médio"
"exercises","yoko_geri_por_fases__karate","Yoko geri por fases"
"exercises","age_uke_parado__karate","Age uke parado"
"exercises","soto_uke_parado__karate","Soto uke parado"
"exercises","uchi_uke_parado__karate","Uchi uke parado"
"exercises","gedan_barai_com_base__karate","Gedan barai com base"
"exercises","kihon_isolado_por_contagem__karate","Kihon isolado por contagem"
"exercises","kihon_defesa_e_gyaku_zuki__karate","Kihon: defesa e gyaku zuki"
"exercises","kata_por_blocos_de_3_movimentos__karate","Kata por blocos de 3 movimentos"
"exercises","bunkai_basico_com_parceiro__karate","Bunkai básico com parceiro"
"exercises","kumite_tecnico_sem_contacto__karate","Kumite técnico sem contacto"
"exercises","sombra_de_karate_leve__karate","Sombra de Karate leve"
"exercises","sombra_de_karate_por_rounds__karate","Sombra de Karate por rounds"
"exercises","trabalho_leve_ao_saco_com_gyaku_zuki__karate","Trabalho leve ao saco com gyaku zuki"
"exercises","mae_geri_no_saco_leve__karate","Mae geri no saco leve"
"exercises","shrimp_basico_no_solo__jiu_jitsu","Shrimp básico no solo"
"exercises","shrimp_em_sequencia__jiu_jitsu","Shrimp em sequência"
"exercises","ponte_e_rotacao_de_ombro__jiu_jitsu","Ponte e rotação de ombro"
"exercises","technical_stand_up_basico__jiu_jitsu","Technical stand-up básico"
"exercises","technical_stand_up_com_recuo__jiu_jitsu","Technical stand-up com recuo"
"exercises","granby_basico_assistido__jiu_jitsu","Granby básico assistido"
"exercises","troca_de_anca_no_chao__jiu_jitsu","Troca de anca no chão"
"exercises","posicao_de_guarda_fechada_basica__jiu_jitsu","Posição de guarda fechada básica"
"exercises","frames_de_guarda_aberta__jiu_jitsu","Frames de guarda aberta"
"exercises","retencao_de_guarda_com_joelho_dentro__jiu_jitsu","Retenção de guarda com joelho dentro"
"exercises","recuperar_guarda_desde_controlo_lateral_leve__jiu_jitsu","Recuperar guarda desde controlo lateral leve"
"exercises","frames_de_antebraco_no_solo__jiu_jitsu","Frames de antebraço no solo"
"exercises","passagem_por_pressao_em_passos__jiu_jitsu","Passagem por pressão em passos"
"exercises","passagem_por_mobilidade_solo__jiu_jitsu","Passagem por mobilidade solo"
"exercises","controlo_lateral_basico__jiu_jitsu","Controlo lateral básico"
"exercises","montada_com_base_baixa__jiu_jitsu","Montada com base baixa"
"exercises","controlo_das_costas_com_cinto_de_seguranca__jiu_jitsu","Controlo das costas com cinto de segurança"
"exercises","escape_de_controlo_lateral_com_shrimp__jiu_jitsu","Escape de controlo lateral com shrimp"
"exercises","escape_de_montada_ponte_e_rotacao__jiu_jitsu","Escape de montada ponte e rotação"
"exercises","escape_cotovelo_joelho__jiu_jitsu","Escape cotovelo-joelho"
"exercises","sprawl_tecnico__jiu_jitsu","Sprawl técnico"
"exercises","sprawls_intervalados__jiu_jitsu","Sprawls intervalados"
"exercises","passo_de_entrada_no_joelho__jiu_jitsu","Passo de entrada no joelho"
"exercises","single_leg_basico_com_parceiro__jiu_jitsu","Single leg básico com parceiro"
"exercises","double_leg_basico_por_fases__jiu_jitsu","Double leg básico por fases"
"exercises","breakfall_para_tras__jiu_jitsu","Breakfall para trás"
"exercises","breakfall_lateral__jiu_jitsu","Breakfall lateral"
"exercises","grip_fighting_leve__jiu_jitsu","Grip fighting leve"
"exercises","pega_com_toalha_isometrica__jiu_jitsu","Pega com toalha isométrica"
"exercises","remada_com_toalha_para_pega__jiu_jitsu","Remada com toalha para pega"
"exercises","scramble_solo_controlado__jiu_jitsu","Scramble solo controlado"
"exercises","base_de_boxe_estatica__boxe","Base de boxe estática"
"exercises","guarda_alta_basica__boxe","Guarda alta básica"
"exercises","queixo_protegido_em_guarda__boxe","Queixo protegido em guarda"
"exercises","step_drag_para_frente_e_tras__boxe","Step-drag para frente e trás"
"exercises","passo_lateral_com_guarda__boxe","Passo lateral com guarda"
"exercises","pivot_basico__boxe","Pivot básico"
"exercises","entrar_e_sair_com_jab_imaginario__boxe","Entrar e sair com jab imaginário"
"exercises","jab_parado__boxe","Jab parado"
"exercises","jab_com_passo__boxe","Jab com passo"
"exercises","direto_parado__boxe","Direto parado"
"exercises","jab_e_direto_1_2__boxe","Jab e direto 1-2"
"exercises","gancho_curto_por_fases__boxe","Gancho curto por fases"
"exercises","uppercut_curto_por_fases__boxe","Uppercut curto por fases"
"exercises","golpe_ao_corpo_em_sombra__boxe","Golpe ao corpo em sombra"
"exercises","parry_de_jab_com_parceiro__boxe","Parry de jab com parceiro"
"exercises","bloqueio_em_guarda_alta__boxe","Bloqueio em guarda alta"
"exercises","slip_esquerda_direita__boxe","Slip esquerda-direita"
"exercises","roll_por_baixo_de_linha__boxe","Roll por baixo de linha"
"exercises","cobrir_e_sair_em_angulo__boxe","Cobrir e sair em ângulo"
"exercises","sombra_de_boxe_leve__boxe","Sombra de boxe leve"
"exercises","sombra_de_boxe_por_rounds__boxe","Sombra de boxe por rounds"
"exercises","rounds_no_saco_de_boxe_ritmo_leve__boxe","Rounds no saco de boxe ritmo leve"
"exercises","rounds_no_saco_de_boxe_ritmo_moderado__boxe","Rounds no saco de boxe ritmo moderado"
"exercises","1_2_e_saida_lateral__boxe","1-2 e saída lateral"
"exercises","base_de_kickboxing_estatica__kickboxing","Base de kickboxing estática"
"exercises","guarda_de_kickboxing__kickboxing","Guarda de kickboxing"
"exercises","drill_de_distancia_mao_perna__kickboxing","Drill de distância mão-perna"
"exercises","recuperar_base_apos_pontape__kickboxing","Recuperar base após pontapé"
"exercises","jab_de_kickboxing__kickboxing","Jab de kickboxing"
"exercises","direto_de_kickboxing__kickboxing","Direto de kickboxing"
"exercises","low_kick_por_fases__kickboxing","Low kick por fases"
"exercises","low_kick_ao_saco_leve__kickboxing","Low kick ao saco leve"
"exercises","middle_kick_por_fases__kickboxing","Middle kick por fases"
"exercises","high_kick_tecnico_baixo_para_alto__kickboxing","High kick técnico baixo para alto"
"exercises","front_kick_para_distancia__kickboxing","Front kick para distância"
"exercises","side_kick_tecnico__kickboxing","Side kick técnico"
"exercises","jab_direto_low_kick__kickboxing","Jab, direto, low kick"
"exercises","jab_direto_middle_kick__kickboxing","Jab, direto, middle kick"
"exercises","low_kick_para_direto__kickboxing","Low kick para direto"
"exercises","check_de_low_kick_basico__kickboxing","Check de low kick básico"
"exercises","sair_em_angulo_apos_combinacao__kickboxing","Sair em ângulo após combinação"
"exercises","combinacoes_de_kickboxing_no_saco_leve__kickboxing","Combinações de kickboxing no saco leve"
"exercises","rounds_de_kickboxing_no_saco_moderado__kickboxing","Rounds de kickboxing no saco moderado"
"exercises","base_de_muay_thai_estatica__muay_thai","Base de Muay Thai estática"
"exercises","guarda_alta_de_muay_thai__muay_thai","Guarda alta de Muay Thai"
"exercises","transferencia_de_peso_para_check__muay_thai","Transferência de peso para check"
"exercises","low_kick_tecnico_sem_impacto__muay_thai","Low kick técnico sem impacto"
"exercises","low_kick_ao_saco__muay_thai","Low kick ao saco"
"exercises","middle_kick_tecnico__muay_thai","Middle kick técnico"
"exercises","middle_kick_ao_saco__muay_thai","Middle kick ao saco"
"exercises","teep_tecnico__muay_thai","Teep técnico"
"exercises","teep_em_alvo_leve__muay_thai","Teep em alvo leve"
"exercises","check_de_low_kick_em_sombra__muay_thai","Check de low kick em sombra"
"exercises","jab_e_direto_em_guarda_alta__muay_thai","Jab e direto em guarda alta"
"exercises","cotovelo_horizontal_basico__muay_thai","Cotovelo horizontal básico"
"exercises","joelhada_direta_em_sombra__muay_thai","Joelhada direta em sombra"
"exercises","joelhada_no_saco__muay_thai","Joelhada no saco"
"exercises","postura_de_clinch_com_parceiro__muay_thai","Postura de clinch com parceiro"
"exercises","entrada_defensiva_para_clinch__muay_thai","Entrada defensiva para clinch"
"exercises","virar_no_clinch__muay_thai","Virar no clinch"
"exercises","sair_do_clinch__muay_thai","Sair do clinch"
"exercises","round_leve_no_saco_de_muay_thai__muay_thai","Round leve no saco de Muay Thai"
"exercises","round_moderado_no_saco_de_muay_thai__muay_thai","Round moderado no saco de Muay Thai"
"exercises","ukemi_para_tras_por_fases__judo","Ukemi para trás por fases"
"exercises","ukemi_lateral_por_fases__judo","Ukemi lateral por fases"
"exercises","rolamento_frontal_basico__judo","Rolamento frontal básico"
"exercises","levantar_apos_queda__judo","Levantar após queda"
"exercises","postura_natural_de_judo__judo","Postura natural de Judo"
"exercises","kumi_kata_basico__judo","Kumi kata básico"
"exercises","quebra_de_pegada_simples__judo","Quebra de pegada simples"
"exercises","controlo_de_postura_com_pegada__judo","Controlo de postura com pegada"
"exercises","kuzushi_para_a_frente__judo","Kuzushi para a frente"
"exercises","kuzushi_para_tras__judo","Kuzushi para trás"
"exercises","uchikomi_parado__judo","Uchikomi parado"
"exercises","uchikomi_em_movimento__judo","Uchikomi em movimento"
"exercises","o_soto_gari_por_fases__judo","O soto gari por fases"
"exercises","o_goshi_por_fases__judo","O goshi por fases"
"exercises","de_ashi_barai_tecnico__judo","De ashi barai técnico"
"exercises","seoi_nage_entrada_basica__judo","Seoi nage entrada básica"
"exercises","kesa_gatame_basico__judo","Kesa gatame básico"
"exercises","escape_de_imobilizacao_basico__judo","Escape de imobilização básico"
"exercises","transicao_queda_para_controlo__judo","Transição queda para controlo"
"exercises","base_de_taekwondo_estatica__taekwondo","Base de Taekwondo estática"
"exercises","guarda_de_taekwondo__taekwondo","Guarda de Taekwondo"
"exercises","bounce_step_leve__taekwondo","Bounce step leve"
"exercises","entrar_e_sair_da_distancia_de_pontape__taekwondo","Entrar e sair da distância de pontapé"
"exercises","pontape_frontal_por_fases__taekwondo","Pontapé frontal por fases"
"exercises","pontape_circular_baixo__taekwondo","Pontapé circular baixo"
"exercises","pontape_circular_medio_em_alvo__taekwondo","Pontapé circular médio em alvo"
"exercises","pontape_lateral_por_fases__taekwondo","Pontapé lateral por fases"
"exercises","pontape_para_tras_tecnico__taekwondo","Pontapé para trás técnico"
"exercises","pontape_descendente_controlado__taekwondo","Pontapé descendente controlado"
"exercises","hold_de_camara_de_pontape__taekwondo","Hold de câmara de pontapé"
"exercises","extensao_e_recolha_lenta__taekwondo","Extensão e recolha lenta"
"exercises","equilibrio_em_uma_perna__taekwondo","Equilíbrio em uma perna"
"exercises","progressao_de_altura_do_pontape__taekwondo","Progressão de altura do pontapé"
"exercises","sequencia_frontal_e_circular__taekwondo","Sequência frontal e circular"
"exercises","rounds_de_pontapes_tecnicos__taekwondo","Rounds de pontapés técnicos"
"exercises","sombra_de_pontapes__taekwondo","Sombra de pontapés"
"exercises","mapa_rapido_de_saidas__defesa_pessoal","Mapa rápido de saídas"
"exercises","guarda_nao_agressiva__defesa_pessoal","Guarda não agressiva"
"exercises","guarda_defensiva_basica__defesa_pessoal","Guarda defensiva básica"
"exercises","passo_para_tras_e_angulo__defesa_pessoal","Passo para trás e ângulo"
"exercises","barreira_verbal_e_maos_abertas__defesa_pessoal","Barreira verbal e mãos abertas"
"exercises","cobertura_basica_contra_golpes__defesa_pessoal","Cobertura básica contra golpes"
"exercises","sair_da_linha_de_ataque__defesa_pessoal","Sair da linha de ataque"
"exercises","desvio_simples_de_mao__defesa_pessoal","Desvio simples de mão"
"exercises","entrada_defensiva_para_clinch__defesa_pessoal","Entrada defensiva para clinch"
"exercises","palm_strike_e_saida__defesa_pessoal","Palm strike e saída"
"exercises","saida_de_agarre_no_pulso__defesa_pessoal","Saída de agarre no pulso"
"exercises","frame_no_clinch__defesa_pessoal","Frame no clinch"
"exercises","sair_do_clinch_com_frame_e_passo__defesa_pessoal","Sair do clinch com frame e passo"
"exercises","sprawl_funcional__defesa_pessoal","Sprawl funcional"
"exercises","queda_segura_funcional__defesa_pessoal","Queda segura funcional"
"exercises","frames_no_chao_contra_pressao__defesa_pessoal","Frames no chão contra pressão"
"exercises","technical_stand_up_funcional__defesa_pessoal","Technical stand-up funcional"
"exercises","palm_strike_em_alvo__defesa_pessoal","Palm strike em alvo"
"exercises","low_kick_simples_funcional__defesa_pessoal","Low kick simples funcional"
"exercises","joelhada_simples_para_criar_espaco__defesa_pessoal","Joelhada simples para criar espaço"
"exercises","empurrar_e_sair__defesa_pessoal","Empurrar e sair"
"exercises","drill_decisao_de_fuga__defesa_pessoal","Drill decisão de fuga"
"exercises","regra_de_multiplas_ameacas__defesa_pessoal","Regra de múltiplas ameaças"
"exercises","sair_da_parede_com_angulo__defesa_pessoal","Sair da parede com ângulo"
"exercises","boxe__artes_marciais","Boxe"
"exercises","muay_thai__artes_marciais","Muay Thai"
"exercises","jiu_jitsu_bjj__artes_marciais","Jiu-Jitsu / BJJ"
"exercises","judo__artes_marciais","Judo"
"exercises","flexao_e_extensao_cervical_lenta__mobilidade","Flexão e extensão cervical lenta"
"exercises","rotacao_cervical_esquerda_e_direita__mobilidade","Rotação cervical esquerda e direita"
"exercises","inclinacao_lateral_cervical__mobilidade","Inclinação lateral cervical"
"exercises","cars_cervicais_suaves__mobilidade","CARs cervicais suaves"
"exercises","chin_tuck_deitado__mobilidade","Chin tuck deitado"
"exercises","chin_tuck_contra_parede__mobilidade","Chin tuck contra parede"
"exercises","olhar_por_cima_do_ombro_em_guarda__mobilidade","Olhar por cima do ombro em guarda"
"exercises","rotacao_cervical_com_footwork_leve__mobilidade","Rotação cervical com footwork leve"
"exercises","extensao_toracica_no_chao__mobilidade","Extensão torácica no chão"
"exercises","extensao_toracica_sobre_rolo__mobilidade","Extensão torácica sobre rolo"
"exercises","rotacao_toracica_em_quadrupedia__mobilidade","Rotação torácica em quadrupedia"
"exercises","thread_the_needle__mobilidade","Thread the needle"
"exercises","thread_the_needle_com_alcance__mobilidade","Thread the needle com alcance"
"exercises","respiracao_costal_deitada__mobilidade","Respiração costal deitada"
"exercises","respiracao_90_90_com_costelas_baixas__mobilidade","Respiração 90/90 com costelas baixas"
"exercises","wall_angels__mobilidade","Wall angels"
"exercises","elevacao_de_bracos_contra_parede__mobilidade","Elevação de braços contra parede"
"exercises","pelvic_tilts_deitado__mobilidade","Pelvic tilts deitado"
"exercises","pelvic_tilts_em_quadrupedia__mobilidade","Pelvic tilts em quadrupedia"
"exercises","rock_back_com_coluna_neutra__mobilidade","Rock back com coluna neutra"
"exercises","hinge_drill_sem_carga__mobilidade","Hinge drill sem carga"
"exercises","cat_cow_controlado__mobilidade","Cat cow controlado"
"exercises","rotacao_lombar_deitado_joelhos_lado_a_lado__mobilidade","Rotação lombar deitado joelhos lado a lado"
"exercises","dead_bug_com_retroversao__mobilidade","Dead bug com retroversão"
"exercises","respiracao_com_bracing_leve__mobilidade","Respiração com bracing leve"
"exercises","scapular_push_up__mobilidade","Scapular push-up"
"exercises","protracao_e_retracao_em_quadrupedia__mobilidade","Protração e retração em quadrupedia"
"exercises","elevacao_e_depressao_escapular_em_pe__mobilidade","Elevação e depressão escapular em pé"
"exercises","depressao_escapular_na_barra__mobilidade","Depressão escapular na barra"
"exercises","wall_slides_escapulares__mobilidade","Wall slides escapulares"
"exercises","serratus_reach__mobilidade","Serratus reach"
"exercises","prancha_com_protracao_escapular__mobilidade","Prancha com protração escapular"
"exercises","bear_position_scapular_control__mobilidade","Bear position scapular control"
