"id","type_key","before_status","after_status","before_issue","before_result_count","after_result_count","cause","applied_fix"
"recovery>place_gym>bodyweight>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","122","121","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_gym>bodyweight>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_gym>bodyweight>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_gym>floor>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_gym>floor>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","122","121","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_gym>floor>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_gym>floor>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_gym>wall>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_gym>wall>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","122","121","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_gym>wall>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_gym>wall>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_gym>mat>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_gym>mat>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","122","121","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_gym>mat>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_gym>mat>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>bodyweight>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>bodyweight>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>bodyweight>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>bodyweight>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>floor>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>floor>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>floor>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>floor>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>wall>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>wall>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>wall>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>wall>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>mat>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>mat>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>mat>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_dojo>mat>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>bodyweight>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>bodyweight>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>bodyweight>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>bodyweight>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>floor>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>floor>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>floor>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>floor>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>wall>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>wall>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>wall>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>wall>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>mat>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>mat>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>mat>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_tatami>mat>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>bodyweight>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>bodyweight>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>bodyweight>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>bodyweight>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>floor>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>floor>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>floor>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>floor>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>wall>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>wall>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>wall>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>wall>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>mat>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>mat>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>mat>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_outdoor>mat>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>bodyweight>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>bodyweight>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>bodyweight>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>bodyweight>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>floor>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>floor>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>floor>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>floor>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>wall>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>wall>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>wall>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>wall>active_recovery>active_recovery","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","9","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>mat>easy_walk>easy_walk","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força","9","2","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>mat>light_mobility>light_mobility","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Mobilidade torácica, Mobilidade de ombro, Mobilidade de anca, Círculos de ombro, Alongamento posterior do ombro","117","116","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
"recovery>place_work_travel>mat>breathing>breathing","recovery","failWrongResults","okWithResults","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Respiração 90/90 com costelas baixas","7","6","foco de recuperacao demasiado largo","Matriz aplica regras por foco: respiracao, caminhada, mobilidade leve, alongamento leve e recuperacao ativa."
